clean_path,noisy_path,noise_path,snr_db
data\timit_mixed\SX259_clean.wav,data\timit_mixed\SX259_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SX142_clean.wav,data\timit_mixed\SX142_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI951_clean.wav,data\timit_mixed\SI951_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1995_clean.wav,data\timit_mixed\SI1995_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI518_clean.wav,data\timit_mixed\SI518_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI516_clean.wav,data\timit_mixed\SI516_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SX336_clean.wav,data\timit_mixed\SX336_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1701_clean.wav,data\timit_mixed\SI1701_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1087_clean.wav,data\timit_mixed\SI1087_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI1783_clean.wav,data\timit_mixed\SI1783_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI956_clean.wav,data\timit_mixed\SI956_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI2287_clean.wav,data\timit_mixed\SI2287_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI2211_clean.wav,data\timit_mixed\SI2211_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI2041_clean.wav,data\timit_mixed\SI2041_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1941_clean.wav,data\timit_mixed\SI1941_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI617_clean.wav,data\timit_mixed\SI617_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SX424_clean.wav,data\timit_mixed\SX424_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI632_clean.wav,data\timit_mixed\SI632_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI1381_clean.wav,data\timit_mixed\SI1381_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1556_clean.wav,data\timit_mixed\SI1556_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1121_clean.wav,data\timit_mixed\SI1121_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SX257_clean.wav,data\timit_mixed\SX257_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI588_clean.wav,data\timit_mixed\SI588_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1623_clean.wav,data\timit_mixed\SI1623_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI538_clean.wav,data\timit_mixed\SI538_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI2250_clean.wav,data\timit_mixed\SI2250_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SI1468_clean.wav,data\timit_mixed\SI1468_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI798_clean.wav,data\timit_mixed\SI798_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI581_clean.wav,data\timit_mixed\SI581_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI2333_clean.wav,data\timit_mixed\SI2333_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1411_clean.wav,data\timit_mixed\SI1411_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1590_clean.wav,data\timit_mixed\SI1590_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1586_clean.wav,data\timit_mixed\SI1586_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1098_clean.wav,data\timit_mixed\SI1098_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SX88_clean.wav,data\timit_mixed\SX88_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI892_clean.wav,data\timit_mixed\SI892_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI1561_clean.wav,data\timit_mixed\SI1561_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI1286_clean.wav,data\timit_mixed\SI1286_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SX241_clean.wav,data\timit_mixed\SX241_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI1447_clean.wav,data\timit_mixed\SI1447_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1413_clean.wav,data\timit_mixed\SI1413_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI1115_clean.wav,data\timit_mixed\SI1115_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI980_clean.wav,data\timit_mixed\SI980_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI2195_clean.wav,data\timit_mixed\SI2195_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI864_clean.wav,data\timit_mixed\SI864_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI629_clean.wav,data\timit_mixed\SI629_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI1703_clean.wav,data\timit_mixed\SI1703_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1498_clean.wav,data\timit_mixed\SI1498_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI799_clean.wav,data\timit_mixed\SI799_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SX57_clean.wav,data\timit_mixed\SX57_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SX452_clean.wav,data\timit_mixed\SX452_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1045_clean.wav,data\timit_mixed\SI1045_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI1102_clean.wav,data\timit_mixed\SI1102_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1710_clean.wav,data\timit_mixed\SI1710_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI1652_clean.wav,data\timit_mixed\SI1652_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI1025_clean.wav,data\timit_mixed\SI1025_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI1065_clean.wav,data\timit_mixed\SI1065_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SX162_clean.wav,data\timit_mixed\SX162_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1422_clean.wav,data\timit_mixed\SI1422_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1187_clean.wav,data\timit_mixed\SI1187_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SX226_clean.wav,data\timit_mixed\SX226_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1857_clean.wav,data\timit_mixed\SI1857_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI952_clean.wav,data\timit_mixed\SI952_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SI2135_clean.wav,data\timit_mixed\SI2135_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI1761_clean.wav,data\timit_mixed\SI1761_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SX213_clean.wav,data\timit_mixed\SX213_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI1761_clean.wav,data\timit_mixed\SI1761_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI1261_clean.wav,data\timit_mixed\SI1261_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI2155_clean.wav,data\timit_mixed\SI2155_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1498_clean.wav,data\timit_mixed\SI1498_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI566_clean.wav,data\timit_mixed\SI566_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI1975_clean.wav,data\timit_mixed\SI1975_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SX114_clean.wav,data\timit_mixed\SX114_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1086_clean.wav,data\timit_mixed\SI1086_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI2067_clean.wav,data\timit_mixed\SI2067_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI1517_clean.wav,data\timit_mixed\SI1517_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI529_clean.wav,data\timit_mixed\SI529_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI918_clean.wav,data\timit_mixed\SI918_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI792_clean.wav,data\timit_mixed\SI792_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1659_clean.wav,data\timit_mixed\SI1659_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI2162_clean.wav,data\timit_mixed\SI2162_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SX357_clean.wav,data\timit_mixed\SX357_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI688_clean.wav,data\timit_mixed\SI688_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI1978_clean.wav,data\timit_mixed\SI1978_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI709_clean.wav,data\timit_mixed\SI709_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI760_clean.wav,data\timit_mixed\SI760_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SX348_clean.wav,data\timit_mixed\SX348_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI2267_clean.wav,data\timit_mixed\SI2267_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI2145_clean.wav,data\timit_mixed\SI2145_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI813_clean.wav,data\timit_mixed\SI813_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI1769_clean.wav,data\timit_mixed\SI1769_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI984_clean.wav,data\timit_mixed\SI984_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1770_clean.wav,data\timit_mixed\SI1770_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1704_clean.wav,data\timit_mixed\SI1704_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SI1388_clean.wav,data\timit_mixed\SI1388_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1152_clean.wav,data\timit_mixed\SI1152_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI1262_clean.wav,data\timit_mixed\SI1262_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SX125_clean.wav,data\timit_mixed\SX125_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI552_clean.wav,data\timit_mixed\SI552_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SX175_clean.wav,data\timit_mixed\SX175_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1259_clean.wav,data\timit_mixed\SI1259_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI1167_clean.wav,data\timit_mixed\SI1167_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI1650_clean.wav,data\timit_mixed\SI1650_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SX265_clean.wav,data\timit_mixed\SX265_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI1187_clean.wav,data\timit_mixed\SI1187_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI1547_clean.wav,data\timit_mixed\SI1547_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI488_clean.wav,data\timit_mixed\SI488_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI700_clean.wav,data\timit_mixed\SI700_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI663_clean.wav,data\timit_mixed\SI663_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1260_clean.wav,data\timit_mixed\SI1260_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1585_clean.wav,data\timit_mixed\SI1585_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI1431_clean.wav,data\timit_mixed\SI1431_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI513_clean.wav,data\timit_mixed\SI513_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI1420_clean.wav,data\timit_mixed\SI1420_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI1107_clean.wav,data\timit_mixed\SI1107_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI1522_clean.wav,data\timit_mixed\SI1522_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI965_clean.wav,data\timit_mixed\SI965_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI2182_clean.wav,data\timit_mixed\SI2182_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1839_clean.wav,data\timit_mixed\SI1839_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI997_clean.wav,data\timit_mixed\SI997_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SX294_clean.wav,data\timit_mixed\SX294_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI1034_clean.wav,data\timit_mixed\SI1034_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI1278_clean.wav,data\timit_mixed\SI1278_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI2324_clean.wav,data\timit_mixed\SI2324_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI531_clean.wav,data\timit_mixed\SI531_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI2132_clean.wav,data\timit_mixed\SI2132_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI1700_clean.wav,data\timit_mixed\SI1700_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI848_clean.wav,data\timit_mixed\SI848_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI1800_clean.wav,data\timit_mixed\SI1800_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI1228_clean.wav,data\timit_mixed\SI1228_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1913_clean.wav,data\timit_mixed\SI1913_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI2049_clean.wav,data\timit_mixed\SI2049_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI684_clean.wav,data\timit_mixed\SI684_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1201_clean.wav,data\timit_mixed\SI1201_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI534_clean.wav,data\timit_mixed\SI534_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI736_clean.wav,data\timit_mixed\SI736_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SX218_clean.wav,data\timit_mixed\SX218_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI1707_clean.wav,data\timit_mixed\SI1707_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SI1210_clean.wav,data\timit_mixed\SI1210_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI2138_clean.wav,data\timit_mixed\SI2138_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SX158_clean.wav,data\timit_mixed\SX158_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI1485_clean.wav,data\timit_mixed\SI1485_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI2287_clean.wav,data\timit_mixed\SI2287_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1393_clean.wav,data\timit_mixed\SI1393_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI624_clean.wav,data\timit_mixed\SI624_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1470_clean.wav,data\timit_mixed\SI1470_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI1095_clean.wav,data\timit_mixed\SI1095_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI760_clean.wav,data\timit_mixed\SI760_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI1161_clean.wav,data\timit_mixed\SI1161_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SI1163_clean.wav,data\timit_mixed\SI1163_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI921_clean.wav,data\timit_mixed\SI921_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1117_clean.wav,data\timit_mixed\SI1117_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1300_clean.wav,data\timit_mixed\SI1300_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI1816_clean.wav,data\timit_mixed\SI1816_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1824_clean.wav,data\timit_mixed\SI1824_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI1012_clean.wav,data\timit_mixed\SI1012_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SX366_clean.wav,data\timit_mixed\SX366_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI1945_clean.wav,data\timit_mixed\SI1945_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI889_clean.wav,data\timit_mixed\SI889_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI2160_clean.wav,data\timit_mixed\SI2160_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI871_clean.wav,data\timit_mixed\SI871_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI872_clean.wav,data\timit_mixed\SI872_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI952_clean.wav,data\timit_mixed\SI952_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1527_clean.wav,data\timit_mixed\SI1527_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI2097_clean.wav,data\timit_mixed\SI2097_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI2244_clean.wav,data\timit_mixed\SI2244_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1080_clean.wav,data\timit_mixed\SI1080_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SX179_clean.wav,data\timit_mixed\SX179_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI1432_clean.wav,data\timit_mixed\SI1432_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SX76_clean.wav,data\timit_mixed\SX76_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1401_clean.wav,data\timit_mixed\SI1401_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SX381_clean.wav,data\timit_mixed\SX381_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI573_clean.wav,data\timit_mixed\SI573_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI539_clean.wav,data\timit_mixed\SI539_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SX105_clean.wav,data\timit_mixed\SX105_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI2195_clean.wav,data\timit_mixed\SI2195_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SX235_clean.wav,data\timit_mixed\SX235_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI1871_clean.wav,data\timit_mixed\SI1871_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI2131_clean.wav,data\timit_mixed\SI2131_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1185_clean.wav,data\timit_mixed\SI1185_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI718_clean.wav,data\timit_mixed\SI718_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1457_clean.wav,data\timit_mixed\SI1457_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI1647_clean.wav,data\timit_mixed\SI1647_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI630_clean.wav,data\timit_mixed\SI630_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SX377_clean.wav,data\timit_mixed\SX377_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SX430_clean.wav,data\timit_mixed\SX430_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI1897_clean.wav,data\timit_mixed\SI1897_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1023_clean.wav,data\timit_mixed\SI1023_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI686_clean.wav,data\timit_mixed\SI686_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI879_clean.wav,data\timit_mixed\SI879_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1141_clean.wav,data\timit_mixed\SI1141_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI2198_clean.wav,data\timit_mixed\SI2198_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI2044_clean.wav,data\timit_mixed\SI2044_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI1401_clean.wav,data\timit_mixed\SI1401_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SX326_clean.wav,data\timit_mixed\SX326_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI755_clean.wav,data\timit_mixed\SI755_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI1256_clean.wav,data\timit_mixed\SI1256_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SX432_clean.wav,data\timit_mixed\SX432_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI605_clean.wav,data\timit_mixed\SI605_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SX234_clean.wav,data\timit_mixed\SX234_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI1510_clean.wav,data\timit_mixed\SI1510_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI1590_clean.wav,data\timit_mixed\SI1590_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI939_clean.wav,data\timit_mixed\SI939_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI2135_clean.wav,data\timit_mixed\SI2135_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI1613_clean.wav,data\timit_mixed\SI1613_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI961_clean.wav,data\timit_mixed\SI961_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI454_clean.wav,data\timit_mixed\SI454_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SX352_clean.wav,data\timit_mixed\SX352_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI541_clean.wav,data\timit_mixed\SI541_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI577_clean.wav,data\timit_mixed\SI577_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SX196_clean.wav,data\timit_mixed\SX196_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1548_clean.wav,data\timit_mixed\SI1548_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SX255_clean.wav,data\timit_mixed\SX255_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI2051_clean.wav,data\timit_mixed\SI2051_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI807_clean.wav,data\timit_mixed\SI807_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI2248_clean.wav,data\timit_mixed\SI2248_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1923_clean.wav,data\timit_mixed\SI1923_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1537_clean.wav,data\timit_mixed\SI1537_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1620_clean.wav,data\timit_mixed\SI1620_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI1883_clean.wav,data\timit_mixed\SI1883_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SX85_clean.wav,data\timit_mixed\SX85_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SX414_clean.wav,data\timit_mixed\SX414_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI2072_clean.wav,data\timit_mixed\SI2072_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI785_clean.wav,data\timit_mixed\SI785_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI1113_clean.wav,data\timit_mixed\SI1113_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI472_clean.wav,data\timit_mixed\SI472_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI1075_clean.wav,data\timit_mixed\SI1075_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SX375_clean.wav,data\timit_mixed\SX375_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI2198_clean.wav,data\timit_mixed\SI2198_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1798_clean.wav,data\timit_mixed\SI1798_snr10.wav,data\noise\machinegun.wav,10.0
